majorSeq,major,interest,property,공통과목,일반선택과목,진로선택과목,lClass,class_type
181,미디어학과,"소통에 대한 중요성과을 알고 관심이 있으며 통찰력, 예술적 감각, 경영 능력에 대한 역량이 필요합니다. 또한 창의적 표현, 효율적 전달에 대한 관심이 요구됩니다. ","21세기는 신문, 방송, 인터넷, 모바일 등 다양한 매체가 융합하는 ‘미디어 빅뱅’의 시대로서 미디어 콘텐츠 시장은 매우 성장할 것으로 예상됩니다. 동시에 1인 미디어와 뉴미디어를 통해 자기의 생각과 콘텐츠를 전 세계와 소통할 수 있는 시대이기도 합니다. 급속히 팽창하는 미디어 콘텐츠 시장은 융합형 전문 인력을 필요로 합니다. 융합형 인재는 인간과 사회에 대한 통찰력, 창의적인 콘텐츠를 제작할 수 있는 예술적 감각과 기술력, 생산된 콘텐츠를 홍보하고 마케팅할 수 있는 비지니스 역량을 두루 갖춘 인재로 미디어콘텐츠학과는 미디어빅뱅 시대가 요구하는 융합형 인재를 양성하는 학과입니다. 인문학적 상상력, 사회과학적 분석력, 예술적 창조력과 경영능력을 고루 배양할 수 있는 교육과정을 통해 21세기 미디어와 콘텐츠 시장을 주도할 멀티 태스크 전문 인력을 배출하는 교육과정을 운영합니다. 주요 교육과정은 뉴미디어트렌드, 미디어경영, 미디어경제학, 미디어글쓰기, 미디어기호학, 미디어리터러시, 미디어마케팅세미나, 미디어문화산업정책론, 미디어문화연구, 미디어발달사, 미디어조사방법론, 미디어콘텐츠마케팅론, 미디어콘텐츠산업론 등이 있습니다. ","국어, 사회, 생활ㆍ교양","국어교과 : 화법과 작문, 독서, 언어와 매체, 문학<br>사회교과 : 세계사, 사회ㆍ문화, 생활과 윤리<br>생활ㆍ교양교과 : 교육학, 논리학, 심리학, 논술","실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구",사회계열,문과계열
183,미술교육과,"예체능교육학과를 공부하기 위해서는 음악, 미술, 체육 등의 예체능 분야의 공부를 좋아해야 하며, 특별히 한 분야에서 크게 흥미를 느끼는 것이 좋습니다. 예체능 분야의 과목을 가르치는 교사가 될 가능성이 높으므로 아이들을 가르치는 일을 좋아하고, 창의력이 높으며, 새로운 것을 유심히 잘 관찰할 수 있는 능력이 필요합니다. ","예체능교육학과에서 공부하기 위해서는 예체능에 대한 전반적인 지식뿐만 아니라 음악, 체육, 미술 등 어느 한 분야에서 뛰어난 능력이 필요합니다. 앞으로 사람들의 여가 생활이 많아짐에 따라, 예체능 교육 분야의 전문가의 양성도 중요해질 것이라고 예상됩니다. ","미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평",교육계열,문과계열
203,법학과,"법학을 전공하려면 사회 문제에 대한 많은 관심이 필요합니다. 법학은 사회의 문제를 해결하기 위한 학문이기 때문에 다양한 사회 현상에 대한 깊은 이해가 중요합니다. 법학은 실생활에 적용되는 성격이 강하므로 논리적이고 분석적인 사고력, 공정한 판단력, 자신의 주장을 정확하고 소신 있게 표현하는 능력을 가진 학생에게 적합한 분야입니다. ","사회가 복잡해지면서 사회 각 분야의 갈등이 늘어나고 있습니다. 법은 이를 해결하는 기준이라는 점에서 중요합니다. 따라서 법학 공부를 위해서는 경제학, 정치학, 행정학, 사회학 등 다양한 학문에 대한 학습이 필요합니다. 또, 세계화에 따라 최근 법학은 국제적인 사회 문제를 해결할 수 있는 전문가양성을 위한 세분화된 교육을 제공합니다. ","사회, 생활ㆍ교양","사회교과 : 세계사, 정치와 법, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 철학, 논리학, 심리학",사회문제 탐구,사회계열,문과계열
208,벤처창업학과,"팀을 만들어 역할을 분담하여 일하는 것을 좋아할수록 좋습니다. 새로운 분야에 대한 개척정신이 강해야 합니다. 급변하는 경영환경과 경영 패러다임의 변화 추이에 대한 이해, 경영 현상에 대한 분석능력, 경영 의사결정에 필요한 논리적이고 창의적인 사고능력, 전략적 감각 등의 능력이 요구되며 현대의 기업경영에서 필수적인 도전정신, 윤리의식과 사회적 책임 의식 등이 필요합니다.","벤처창업학과는 중소기업을 기반으로 한 국가경쟁력 확보에 대한 중요성이 높아지면서 개설된 학과입니다. 여기서는 경영학, 회계학의 일반적인 이론을 토대로 벤처ㆍ중소기업 경영에 필요한 차별적인 경영 이론과 경영 현장에서 필요한 실무 지식을 학습하여 중소기업의 경영 환경 및 기술 환경을 습득할 수 있도록 합니다. 경영학, 회계학 분야 이론을 토대로 벤처ㆍ중소기업 경영에 필요한 차별화된 경영 이론과 현장에서 필요한 실무 지식을 학습할 수 있습니다. 기존의 경영학이 전통적으로 관심을 두어 온 관리보다는 새로운 사업 기회의 창출, 새 시장의 개척, 상품의 전격적인 차별화, 창업 기업의 고속 성장 등 기업가적 경영에 교육의 초점을 맞추어 교육 프로그램을 제공하고 있습니다.","수학, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>사회교과 : 경제, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 실용 경제","실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구, 창의 경영, 지식 재산 일반",사회계열,문과계열
214,보건행정학과,"건강관리에 대해 관심이 있으면 좋습니다. 보건행정학과는 보건 향상, 영양 개선, 식품 위생, 환경 위생, 산업 보건, 구강 위생, 보건에 관한 실험ㆍ검사, 전염병 예방과 진료 등에 대한 관심과 역량을 필요로 합니다.",보건행정학은 최소의 비용으로 건강을 관리하고 양질의 의료서비스를 제공하기 위한 이론과 방법을 체계적으로 연구하는 학문입니다. 시시각각 급변하고 있는 보건의료 환경 속에서 함께 진화해 나갈 수 있는 ‘보건의료행정 전문가 양성’을 목적으로 합니다. 병원행정 업무의 이론과 방법을 체계적으로 지도함으로써 보건복지부 산하의 보건행정직 공무원이나 병원을 위시한 보건의료기관이 요구하는 고급인력 양성을 목표로 합니다.,"영어, 수학, 과학, 정보","영어교과 : 영어I, 영어II, 영어 독해와 작문<br>수학교과 : 수학I, 수학II, 미적분, 확률과 통계<br>과학교과 : 화학I, 생명과학I<br>기술ㆍ가정교과 : 정보","화학II, 생명과학II, 지식 재산 일반",사회계열,문과계열
221,부동산학과,"국토의 균형적 성장과 발전에 대한 관심, 지속가능한 발전에 대한 관심, ‘마을 만들기’에 대한 관심 등이 필요합니다. 공간에 대한 호기심 및 다양한 사회 이슈에 대해 종합적으로 사고하고 판단하는 능력이 필요합니다. ","부동산학과는 인간과 부동산 활동 간의 관계를 규명하고 부동산학과의 이론형성과 건전한 부동산업의 육성에 기여하기 위한 목적으로 설립되었습니다. 부동산활동은 개인과 기업 및 국가간의 경제활동에 중요한 역할을 차지합니다. 따라서 전문화된 고급 교육과정은 토지의 이용과 개발, 투자활동에서 경제성, 안정성, 형평성을 확보하기 위하여 꼭 필요합니다. 전문가를 양성하기 위한 교육과정은 부동산학이 추구하는 이념 하에 자연환경과 조화를 이루는 토지개발, 국제적으로 경제력 있는 부동산투자활동, 합리적 가격결정과 공익을 위한 부동산정책과정을 중심으로 구성됩니다. 또한 산학연계를 통한 실습과정과 부동산투자사업의 계량적분석방법, 정보활용방법에 대한 연구와 교육을 통하여 개방화에 대응한 부동산시장의 전문가를 교육시킵니다.","사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 경제, 생활과 윤리<br>생활ㆍ교양교과 : 심리학, 환경","실용 수학, 경제 수학, 여행지리, 사회문제 탐구",사회계열,문과계열
223,북한학과,"북한학을 공부하기 위해서는 잘 알지 못하는 새로운 세계와 문화에 대한 지적 호기심이 있다면 좋습니다. 또한, 새로운 패러다임을 창출할 수 있는 창의력과 남북 간의 다양성과 이질성을 이해하고 받아들이는 포용력, 넓은 안목을 겸비하였다면 유리합니다.","남북관계가 진전과 갈등을 반복하고 있습니다. 한반도의 발전과 평화를 위해 시대에 부응하는 남북한 간 교류 협력을 위하여 남북 간 문제점이 무엇인지, 북한이 어떤 국가인지, 현재 상황은 어떤지 등에 대한 이해를 바탕으로 한반도의 평화와 통일을 실현할 수 있는 방안을 찾도록 합니다.","사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 정치와 법, 사회ㆍ문화, 생활과 윤리<br>생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학","여행지리, 사회문제 탐구",인문계열,문과계열
224,불교학과,"윤리철학에 흥미를 느낀다면 불교학에 흥미를 가질 가능성이 매우 높고, 사회 문제들에 대해 관심이 있다면 흥미롭게 전공 공부를 할 수 있습니다. 불교가 영향을 미친 다양한 지역에 관련 이해가 필수이므로 다양한 종류의 언어적 소양을 갖추고 있다면 매우 유리합니다. 또한 불교 고전어에 대한 소양과 불교 문헌에 대한 독해능력, 비판적 사고능력을 갖추고 있다면 도움이 될 것입니다.",기존의 불교 이해가 가지는 한계를 극복하기 위해 관련 학문과의 통합을 통해 불교에 대한 대중의 인식을 새롭게 하고자 합니다. 개인적 소외와 사회적 갈등에 대한 치유책을 불교에서 찾으려는 경향이 강해지고 있으므로 학생들을 웰빙과 힐링에 대한 사회적 요구를 충족시킬 수 있는 인재로 성장시킵니다.,"영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 사회ㆍ문화, 고전과 윤리<br>생활ㆍ교양교과 : 철학, 심리학, 교육학, 종교학","영어권 문화, 영미 문학 읽기, 사회문제 탐구",인문계열,문과계열
225,불어교육과,"프랑스 문화 및 프랑스 문화권의 여러 나라 역사, 문화, 사회, 정치 등에 관심이 있으면 좋습니다. 고등학교 때에 불어를 선택하여 흥미롭게 공부한 경험이 있으면 특히 불어불문학과를 추천합니다. 이 학과를 공부하기 위해서는 기본적으로 언어 감각이 있으면 유리하며, 새로운 언어 체계 및 문법을 배우는 데에 거부감이 없어야 합니다. ","높은 수준의 프랑스어 능력을 갖추어 프랑스어 능력 자격을 취득할 수 있습니다. 유럽의 프랑스 일상 문화 및 예술 분야에 대한 지식을 습득할 수 있습니다. 능력과 희망 진로에 따라 교육, 문화, 예술, 외교 등 다양한 다양한 분야로 진출할 수 있습니다.","제2외국어, 사회, 예술","외국어교과 : 프랑스어, 독일어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리<br>교양교과 : 교육학, 심리학, 철학 ","프랑스어Ⅱ, 독일어Ⅱ, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평",교육계열,문과계열
226,불어불문학과,"프랑스 문화 및 프랑스 문화권의 여러 나라 역사, 문화, 사회, 정치 등에 관심이 있으면 좋습니다. 고등 학교 때에 불어를 선택하여 흥미롭게 공부한 경험이 있으면 특히 불어불문학과를 추천합니다. 이 학과를 공부하기 위해서는 기본적으로 언어 감각이 있으면 유리하며, 새로운 언어 체계 및 문법을 배우는 데에 거부감이 없어야 합니다. ","유럽연합(EU)과의 FTA 발효 및 프랑스어권 아프리카 국가들과의 자원 외교 등으로 인해 우리나라와 프랑스 문화권 나라들과의 교류가 활성화될 것으로 예상됩니다. 따라서 우리나라에서는 중국어 등에 밀려 인기가 다소 하락하였음에도 불구하고, 앞으로 프랑스어에 유창한 전문 인력 및 프랑스어권 지역 전문가에 대한 수요는 지속적으로 유지될 전망입니다. ","제2외국어, 사회, 예술, 국어","외국어교과 : 프랑스어, 독일어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리<br>교양ㆍ국어교과 : 철학, 심리학, 종교학, 문학, 독서","프랑스어Ⅱ, 독일어Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평",인문계열,문과계열
228,비서행정학과,남의 일을 잘 거들어 줄 수 있다면 이 분야가 적합합니다. 유창한 외국어 실력과 효율적인 커뮤니케이션 능력 및 전문적인 사무관리 능력을 가진 학생이 유리하며 컴퓨터 활용 능력이 필요합니다.,"
기업 경영관리의 활동영역이 넓어지고 운영이 어려워지면서 비서행정학과에 대한 관심이 증가하고 있습니다. 비서행정학과에서는 국제화, 정보화시대에 걸맞은 전문 지식을 갖추기 위하여 비서학, 경제학, 법률학 등 사회과학을 체득하여 논리적이고 합리적인 지식체계를 갖추도록 합니다. 그리고 영어, 일본어 등 주요 외국어 실력을 겸비하여 국제화 감각을 익히도록 합니다. 비서실무와 컴퓨터 활용능력으로 현장실무 감각을 넓혀 기업 사무현장에 적응할 수 있도록 하며, 직장에서의 규범준수와 직장예절 등 원만한 인간관계 형성을 위하여 조직관리, 커뮤니케이션관리, 직업윤리, 인간관계이론 등 지성과 교양을 함양하도록 교육합니다.","사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 세계사, 경제, 정치와 법, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 철학, 논리학, 심리학",사회문제 탐구,사회계열,문과계열
236,사학과,"중ㆍ고등학교 때에 국사 및 세계사 등 역사 과목을 즐겁게 공부했으면 이 학과에 입학할 기본적인 조건을 갖춘 것이나 마찬가지입니다. 인간에 대한 깊은 호기심을 가지며, 인류와 사회의 발달 과정에 대해 흥미를 느낀다면 4년 내내 흥미를 가지고 공부할 수 있을 것입니다. 사료와 사료 사이의 여러 상황을 생각하는 상상력이 풍부하면 좋으며, 더불어 논리력을 갖추면 유리합니다. ","사학과는 다양한 자료ㆍ유물을 바탕으로 인간과 사회 문제를 시간적 변화 속에서 분석한다는 점에서 모든 인문과학의 기초나 다름없습니다. 학과 특성상, 문화 유적 답사 및 유적 발굴 등 역사적 체험을 할 수도 있습니다. 수학능력시험에서 ‘국사’ 과목이 필수 과목으로 채택되면서 대학에 설치된 역사학에도 국민적 관심이 높아졌습니다.
","사회, 역사, 한문, 영어, 제2외국어","사회교과 : 사회문화, 세계사, 동아시아사, 한국지리, 윤리와 사상<br>한문교과 : 한문Ⅰ, 한문Ⅱ<br>외국어교과 : 영어Ⅰ, 영어Ⅱ, 일본어Ⅰ, 중국어Ⅰ, 독일어Ⅰ, 프랑스어Ⅰ","사회문제 탐구, 고전 읽기, 고전과 윤리, 여행지리, 현대 세계의 변화 ",인문계열,문과계열
21012,사회교육과,"사회의 전반적인 상황에 대해서 두루두루 알아야하므로 정치, 경제, 지리, 세계사 등 다양한 사회 관련 과목에 관심이 있으면 좋습니다. 학생들을 가르치는 일을 하므로 인내심이 있고 배려심이 깊으면 좋습니다. 또한, 학생들에게 다양한 지식을 가르치는 일을 하게 되므로 창의력과 지식을 전달하는 능력이 높으면 도움이 됩니다. ","사회교육학과는 지리, 역사, 윤리, 사회 문화, 정치, 경제 등 사람들이 사회를 살아가는 데 필요한 지식과 합리적인 의사결정을 내리는 데 필요한 가치관에 대해서 공부합니다. 사회교육학과는 다양한 사회과목을 공부하며 학문 간의 융합을 통해 사회문제를 해결하는 방법에 대해서도 공부합니다. ","사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 세계사, 경제, 정치와 법, 사회ㆍ문화, 생활과 윤리, 윤리와 사상",사회문제 탐구,교육계열,문과계열
240,사회복지학과,"사회복지학을 공부하기 위해서는 다른 사람에 대한 관심이 중요합니다. 어려운 사람을 돕는 일을 좋아하고, 심리적ㆍ정서적으로 안정적이며, 봉사활동 경험이 많은 학생에게 적합합니다. 또, 각종 사회문제에 대한 통찰력과 소외 계층에 대한 편견과 맞서기 위해 진취적인 사고력을 갖춘 학생에게 좋은 분야입니다. ","사회가 복잡해지면서 사회복지에 대한 요구가 늘어나고 있습니다. 사회복지학은 급격한 사회 변화에 따른 문제를 해결하여 공평한 사회를 만들기 위한 방법을 연구합니다. 따라서 사회학, 심리학, 가족학등 관련 학문에 대한 학습이 필요합니다. 최근에는 세계화에 따라 국제기구에서 활동하는 인력 양성을 위한 전문적인 교육과 훈련을 제공합니다. ","사회, 생활ㆍ교양","사회교과 : 한국지리, 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리<br>생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건",사회문제 탐구,사회계열,문과계열
243,사회학과,"사회학을 전공하려면 개인에서부터 정치, 제도에 이르기까지 각종 사회 현상에 대한 폭넓은 관심이 필요합니다. 평소에 신문이나 책을 통해 사회에서 일어나는 일들을 관심 있게 지켜보는 학생에게 적합한 분야입니다. 또, 사회 문제에 대한 논리적인 분석력과 통찰력이 중요하며, 사회 현상에 대한 조사를 위해 통계학적 지식을 갖춘 학생에게 유리합니다. ","사회학과는 사회복지학, 여성학, 신문방송학, 정치외교학 등 응용 학문의 기초라는 점에서 중요합니다. 사회학과에서는 사회 각 분야의 다양한 현상과 문제를 분석하는 데 필요한 이론과 방법을 공부합니다. 따라서 정치학, 경제학, 법학, 행정학 등 인접 학문에 대한 폭넓은 학습이 필요합니다. ","사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 세계사, 경제, 정치와 법, 사회ㆍ문화,  생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 철학, 논리학, 심리학",사회문제 탐구,사회계열,문과계열
247,산업경영학과,"조직이나 단체를 운영하는 것에 대해 흥미를 가질수록 좋습니다. 다양한 분야에서 일어나는 문제를 파악하고 이를 해결하기 위해서는 문제분석 및 해결능력, 창의적인 의사결정능력, 다른 사람들과의 커뮤니케이션 및 인간관계능력, 리더십과 팀워크능력 등이 필요합니다.","산업경영학과 졸업자는 세부 경영 분야에 대한 자질과 역량을 갖춤으로써 재직 기업에서는 관련 분야의 전문가로 성장할 수 있으며, 다양한 공기업, 사기업의 해당 분야로 취업이 가능합니다. 경영일반분야의 경우 공인노무사, 사회조사분석사, 경영지도사 등의 자격증을 습득하여 전문가로 활동할 수 있으며, 재무 분야에서는 금융자산관리사, 선물거래상담사, 증권투자상담사, 은행 및 보험사 등의 자산관리사, 증권분석사 등으로 진출할 수 있습니다. 회계분야에서는 공인회계사, 세무사, 감정평가사 등의 자격증을 획득하여 전문가로 활동이 가능합니다.","수학, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>사회교과 : 경제, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 실용 경제","실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구, 창의 경영, 지식 재산 일반",사회계열,문과계열
263,생물교육과,"생명과학을 포함한 자연과학에 호기심과 흥미가 있으며, 교육에 대한 관심이 많고 자발적으로 학습하는 능력과 관심을 갖고 있는 학생은 생물교육을 연구하기에 좋습니다. ","책상에서만 하는 일상적인 공부가 아닌 다양한 현장 실습(생물 탐구와 관련한 야외실습, 연합채집, 동ㆍ식물 분류학 실험 등) 등을 통해 직접 보고 만질 수 있는 생생한 생물 교육을 접할 수 있습니다. ","영어, 과학, 윤리","과학교과 : 생명과학Ⅰ<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","생명과학Ⅱ, 융합과학, 생활과 과학",교육계열,문과계열
276,선교학과,기독교와 봉사에 관심이 많고 특히 기독교를 국제적으로 타문화에 전파하고자하는 의지가 있다면 유리합니다. 기독교 세계관을 가지고 있으며 타문화를 아우를 수 있는 국제적 소양을 갖추고 시대적 상황에 민감한 선교적 비전과 마인드를 가지고 있다면 전공을 공부하는데 도움이 될 것입니다.,"선교학은 복음주의 신학노선에 따라 성서를 토대로 기독교적인 세계관을 확립하고, 전인적인 하나남의 사람으로서 다문화 사역을 통해 교회와 사회 그리고 세계에 봉사할 수 있도록 합니다. ","영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 사회ㆍ문화, 고전과 윤리<br>생활ㆍ교양교과 : 철학, 심리학, 교육학, 종교학","영어권 문화, 영미 문학 읽기, 사회문제 탐구",인문계열,문과계열
286,세무학과,"평소에 재테크에 관심이 있거나 텔레비전 광고 등에서 여러 금융 상품에 대한 광고, 홍보물을 유심히 보며 호기심을 가진 경험이 있다면 이 학과에 흥미를 느낄 만합니다. 한편, 금융ㆍ회계ㆍ세무학과는 기본적으로 돈과 숫자를 다루는 학과이기 때문에 수치에 밝아야 하며 계산 능력도 뛰어나야 합니다. 여러 수치를 정확히 처리할 수 있는 꼼꼼한 성격을 가지고 있다면 금상첨화라고 할 수 있습니다. ","세무학과는 경제학과, 경영학과와 밀접한 관련이 있습니다. 따라서 경제학과, 경영학과와 관련된 기초 지식을 배우고, 세무와 관련한 세부 심화 학습을 하는 경우가 많습니다. 사회가 복잡해지고, 재테크의 수단도 늘어나면서 금융ㆍ회계ㆍ세무 관련 전문 지식의 중요성이 증대되고 있습니다. 따라서 학과의 전망은 밝은 편입니다. ","수학, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>사회교과 : 경제, 사회ㆍ문화, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 실용 경제","실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구",사회계열,문과계열
10154,세무회계학과,"평소에 재테크나 계산에 흥미가 있으면 좋습니다. 여러 가지 이해관계를 논리적으로 분석하고 예측하는 능력과 경제와 기업, 정보기술에 대한 관심이 필요합니다.","세무회계학과는 급변하는 기업환경과 글로벌한 자본시장에서 요구되는 전략적 사고와 실무적 능력을 겸비한 회계전문가 양성을 교육목표로 합니다. 세무회계 관련 전문지식 습득과 세무회계와 관련된 각종 자격증을 취득할 수 있도록 교과과정이 설계되어 있으며 각 대학에 따라 학생들이 실무를 직간접적으로 경험할 수 있도록 다양한 국내외 산학연계 및 인턴십, 자격증 지원 프로그램, 그리고 국제교류 프로그램 등을 운영하여 실무적인 능력을 갖추도록 교육하고 있습니다.","수학, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>사회교과 : 경제, 사회ㆍ문화, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 실용 경제","실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구",사회계열,문과계열
299,수학교육과,"문제의 해답을 얻는 것보다 이를 해결하고 증명해 나가는 과정을 중요하게 여기고, 또 이러한 문제 해결과정을 재미있게 느끼는 사람이면 좋습니다. 논리적인 사고와 분석력, 추리력을 갖추고 있어야 하며, 현대수학은 컴퓨터 활용이 많기 때문에 컴퓨터 활용 능력을 갖추면 공부에 많은 도움이 됩니다. ","
수학은 많은 현상을 설명하고 예측 가능하게하기 때문에 모든 과학 분야에서 필수적으로 이용됩니다. 수학적 사고력을 바탕으로 한 응용 수학은 컴퓨터, 최첨단 기술, 생명공학 등의 발전과 더불어 자연과학, 공학, 인문과학, 사회과학, 생명공학, 금융공학 등 다양한 분야에 광범위하게 응용되고 있습니다. 
","영어, 수학, 과학[물리], 윤리","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","실용수학, 기하, 경제수학, 수학 과제 탐구",교육계열,문과계열
10033,수해양산업교육과,"물리, 화학, 생물 등 자연과학과 기초 수학, 특히 해양환경 중심의 지구과학 교과에 대한 관심을 바탕으로 해양 자원의 효과적인 이용과 응용, 해양 환경 변화의 예측과 대책 및 보존에 대한 관심과 고민이 필요합니다.  
(출처: 세종특별자치시교육청, 보인다 시리즈 5.-0 - 전공ㆍ적성 개발 길라잡이 ‘해양환경과학과’)",해양수산업 분야의 전문인력을 양성합니다. 수해양산업의 균형 있는 발전을 위한 인재를 양성을 하는 학과입니다.,"과학, 수학, 영어","과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>교양교과 : 교육학, 심리학, 철학, 환경, 보건학, 논술","지구과학Ⅱ, 해양문화 기술, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 수학과제 탐구",교육계열,문과계열
10115,스토리텔링학과,"자신이 본 영화의 줄거리를 친구들에게 맛깔나게 이야기하는 것을 즐기거나, 다양한 매체를 통한 스토리 홍보 등에 관심이 많다면 이 학과에 흥미를 느낄 수 있을 것입니다. 창작 능력이 뛰어나고, 긴 이야기를 듣거나 읽으면서 핵심을 빨리 파악하는 능력이 있다면 스토리텔링학과에 입학하여 추후 스토리텔러가 될 수 있는 자질이 어느 정도 있다고 볼 수 있습니다. ","최근에는 디지털 영상, 음성, 사운드, 애니메이션 등 많은 종류의 매체로 정서적 경험을 공유하는 것이 대세입니다. 스토리텔링학과는 단순히 ‘이야기하기’에 대해 배우는 학과가 아니라, 현대의 지식 기반 산업과 연계된 첨단 인문학이라 할 수 있습니다.","국어, 사회, 한문, 예술","국어교과 : 화법과 작문, 문학, 언어와 매체, 독서<br>사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 세계사<br>예술ㆍ교양교과 : 음악, 미술, 연극, 철학, 한문Ⅰ, 심리학, 종교학","실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 고전과 윤리, 음악ㆍ미술 감상 비평",인문계열,문과계열
303,스페인어학과,"새로운 언어와 문화를 습득하는 것, 특히 스페인 어 및 스페인ㆍ중남미 문화에 높은 관심과 흥미, 호기심이 있다면 이 학과를 추천합니다. 언어 감각이 뛰어나고, 고등학교 때 스페인 어를 공부한 경험이 있거나 스페인 어와 비슷한 프랑스어, 아니면 같은 서양어 계열인 영어에 두각을 나타낸 경험이 있다면 이 학과를 전공하는 데에 큰 어려움이 없을 것입니다.","스페인 어 전문가는 국내에서 여타 외국어에 비해 그 수가 부족한 편입니다. 한편, 외교, 경제, 통상, 문화 등 우리 사회의 많은 부분에서 스페인어 관련 전문 인력의 수요가 높아질 것으로 예상되므로, 학과의 전망은 밝은 편입니다. 스페인 어가 쓰이는 지역적 특성 덕분에, 졸업 후 유럽뿐 아니라 중남미의 지역 전문가가 될 수도 있습니다.","제2외국어, 사회, 예술, 국어","외국어교과 : 스페인어, 영어 회화, 영어, 독일어, 프랑스어<br>사회교과 : 사회문화, 세계사, 세계지리, 생활과 윤리, 윤리와 사상<br>교양ㆍ국어교과 : 철학, 심리학, 문학, 독서, 언어와 매체, 종교학","실용 국어, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평",인문계열,문과계열
